S_number,Brand,Model,Variant,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,paint_color,condition,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
4932,Hyundai,Grand,i10 CRDi Sportz     ,Kochi,2014,51134,Diesel,Manual,First,24,1120,70,5,,472000,white,excellent,10,91,1,1,0,10
4933,BMW,X5,xDrive 30d      ,Chennai,2011,55000,Diesel,Automatic,Second,12,2993,245,5,,2800000,,,2,193,1,0,2,-1
4934,Maruti,Dzire,AMT VDI      ,Coimbatore,2018,25082,Diesel,Automatic,First,28,1248,74,5,9.62 Lakh,836999,silver,,18,58,1,0,0,9
4935,Toyota,Fortuner,4x4 MT      ,Delhi,2012,68350,Diesel,Manual,First,13,2982,169,7,,1400000,,,28,79,1,1,0,-1
4936,Audi,A6,2011-2015 35 TDI Technology    ,Hyderabad,2015,50000,Diesel,Automatic,First,18,1968,174,5,,3600000,grey,good,1,11,1,0,0,5
4937,Honda,Jazz,1.5 V i DTEC    ,Pune,2015,97000,Diesel,Manual,First,27,1498,99,5,,640000,,,9,99,1,1,0,-1
4938,Audi,Q7,4.2 TDI Quattro Technology    ,Coimbatore,2015,56238,Diesel,Automatic,First,11,4134,335,7,,5169000,blue,excellent,1,137,1,0,0,1
4939,Mahindra,Scorpio,2009-2014 VLX 2WD 7S BSIV   ,Jaipur,2014,72618,Diesel,Manual,First,12,2179,120,7,,800000,white,,17,161,1,1,0,10
4940,Chevrolet,Cruze,LTZ       ,Hyderabad,2012,62005,Diesel,Manual,First,18,1991,148,5,,980000,,,4,55,1,1,0,-1
4941,Chevrolet,Beat,Diesel LT      ,Hyderabad,2012,61250,Diesel,Manual,First,25,936,58,5,,270000,,good,4,26,1,1,0,-1
4942,Audi,A4,35 TDI Premium Plus    ,Coimbatore,2014,28469,Diesel,Automatic,First,18,1968,188,5,53.14 Lakh,2437000,,,1,10,1,0,0,-1
4943,Skoda,Rapid,1.6 MPI AT Style    ,Kochi,2018,21488,Petrol,Automatic,First,14,1598,104,5,,972000,,,25,142,4,0,0,-1
4944,Maruti,Swift,Dzire VDI      ,Pune,2014,197000,Diesel,Manual,First,23,1248,74,5,,500000,,,18,169,1,1,0,-1
4945,Toyota,Fortuner,3 Diesel      ,Pune,2009,138205,Diesel,Manual,Second,12,2982,171,7,,1050000,,,28,79,1,1,2,-1
4946,Maruti,Swift,VDI       ,Jaipur,2012,160000,Diesel,Manual,Second,23,1248,74,5,,390000,,,18,169,1,1,2,-1
4947,Honda,City,1.5 V MT Exclusive    ,Coimbatore,2012,67590,Petrol,Manual,First,17,1497,118,5,,565000,,,9,44,4,1,0,-1
4948,Mercedes-Benz,M-Class,ML 250 CDI     ,Mumbai,2012,52000,Diesel,Automatic,First,15,2143,203,5,,2995000,,,19,110,1,0,0,-1
4949,Maruti,Swift,Ldi BSIII      ,Bangalore,2008,100000,Diesel,Manual,Second,18,1248,75,5,,300000,,,18,169,1,1,2,-1
4950,Ford,Aspire,Titanium Diesel      ,Kolkata,2017,60048,Diesel,Manual,First,26,1498,99,5,8.91 Lakh,600000,custom,,8,19,1,1,0,3
4951,Hyundai,i10,Sportz       ,Mumbai,2009,48000,Petrol,Manual,First,20,1197,79,5,,211000,,,10,209,4,1,0,-1
4952,Fiat,Punto,1.4 Emotion      ,Kolkata,2010,47000,Petrol,Manual,First,15,,,,,149000,silver,,6,134,4,1,0,9
4953,Maruti,Alto,LXi       ,Jaipur,2011,100000,Petrol,Manual,First,20,796,46,5,,150000,black,,18,15,4,1,0,0
4954,Toyota,Etios,Liva GD      ,Coimbatore,2013,62601,Diesel,Manual,First,24,1364,null ,5,,467000,white,,28,72,1,1,0,10
4955,Maruti,Swift,VXI BSIV      ,Bangalore,2006,80010,Petrol,Manual,Second,20,1197,82,5,,285000,,,18,169,4,1,2,-1
4956,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde   ,Coimbatore,2017,26493,Diesel,Automatic,First,19,2143,170,5,,3364000,silver,,19,118,1,0,0,9
4957,Tata,Indica,V2 DLE BSIII     ,Hyderabad,2011,96000,Diesel,Manual,Second,18,1396,53,5,,91000,red,,27,96,1,1,2,8
4958,Maruti,Alto,800 VXI      ,Jaipur,2014,45700,Petrol,Manual,Second,23,796,47,5,,242000,black,,18,15,4,1,2,0
4959,Skoda,Superb,2.8 V6 AT     ,Kolkata,2005,13000,Petrol,Automatic,First,9,2771,193,5,,325000,silver,,25,168,4,0,0,9
4960,Volkswagen,Polo,Petrol Comfortline 1.2L     ,Kolkata,2013,38000,Petrol,Manual,First,16,1198,74,5,,280000,black,,29,131,4,1,0,0
4961,Maruti,Dzire,AMT ZXI Plus     ,Coimbatore,2019,8018,Petrol,Automatic,First,22,1197,82,5,10.26 Lakh,830000,black,,18,58,4,0,0,0
4962,Mahindra,Scorpio,VLX       ,Bangalore,2010,144400,Diesel,Manual,Third,12,2179,120,8,,525000,,,17,161,1,1,3,-1
4963,Maruti,Swift,Vdi BSIII      ,Jaipur,2010,152000,Diesel,Manual,First,18,1248,75,5,,290000,white,,18,169,1,1,0,10
4964,BMW,3,Series 320d Prestige     ,Pune,2013,71000,Diesel,Automatic,First,19,1995,184,5,,1500000,,,2,2,1,0,0,-1
4965,Tata,Nano,STD SE      ,Jaipur,2012,80000,Petrol,Manual,Second,25,624,38,4,,53000,green,,27,117,4,1,2,4
4966,Toyota,Innova,2.5 VX (Diesel) 8 Seater   ,Mumbai,2014,87143,Diesel,Manual,First,13,2494,100,8,,1250000,,,28,98,1,1,0,-1
4967,Honda,Brio,S Option MT     ,Mumbai,2012,25000,Petrol,Manual,First,18,1198,87,5,,275000,,,9,31,4,1,0,-1
4968,Tata,Tiago,AMT 1.2 Revotron XZA    ,Pune,2018,2000,Petrol,Automatic,First,24,1199,84,5,6.94 Lakh,500000,,,27,176,4,0,0,-1
4969,Mahindra,Scorpio,SLE BSIV      ,Kochi,2014,45239,Diesel,Manual,First,12,2179,120,8,,709000,,,17,161,1,1,0,-1
4970,BMW,5,Series 2003-2012 525d     ,Hyderabad,2011,101999,Diesel,Automatic,First,17,1995,218,5,,1998999,black,,2,3,1,0,0,0
4971,Toyota,Corolla,Altis D-4D GL     ,Mumbai,2014,74219,Diesel,Manual,First,21,1364,87,5,,1075000,,,28,51,1,1,0,-1
4972,Honda,City,i VTEC CVT VX    ,Mumbai,2016,25000,Petrol,Automatic,First,18,1497,117,5,,944999,,,9,44,4,0,0,-1
4973,Hyundai,Verna,CRDi 1.6 SX Option    ,Hyderabad,2008,109606,Diesel,Manual,First,22,1582,126,5,15.59 Lakh,290000,grey,excellent,10,184,1,1,0,5
4974,Maruti,Swift,Dzire VDI Optional     ,Kolkata,2015,36000,Diesel,Manual,First,27,1248,74,5,,470000,white,,18,169,1,1,0,10
4975,Maruti,Ciaz,ZXi       ,Coimbatore,2016,41810,Petrol,Manual,First,21,1373,91,5,,711000,white,,18,43,4,1,0,10
4976,Ford,Ecosport,1.5 DV5 MT Titanium    ,Jaipur,2014,93321,Diesel,Manual,First,23,1498,90,5,,625000,,,8,63,1,1,0,-1
4977,Maruti,Alto,K10 2010-2014 VXI     ,Hyderabad,2011,81000,Petrol,Manual,First,21,998,67,5,,220000,blue,,18,15,4,1,0,1
4978,Honda,Amaze,V CVT Petrol     ,Kochi,2019,25717,Petrol,Automatic,First,19,1199,89,5,9.47 Lakh,886000,,,9,16,4,0,0,-1
4979,Mahindra,XUV500,W6 2WD      ,Delhi,2015,37000,Diesel,Manual,First,15,2179,140,7,,930000,,,17,201,1,1,0,-1
4980,Mahindra,TUV,300 2015-2019 T8     ,Coimbatore,2017,56380,Diesel,Manual,First,18,1493,100,7,,757000,black,,17,171,1,1,0,0
4981,Honda,Jazz,VX       ,Chennai,2017,8000,Petrol,Manual,First,18,1199,89,5,9.1 Lakh,790000,white,,9,99,4,1,0,10
4982,Maruti,Swift,VXI BSIII W/ ABS    ,Kochi,2018,14589,Petrol,Manual,First,16,1298,88,5,,565000,white,,18,169,4,1,0,10
4983,Volkswagen,Polo,Petrol Highline 1.2L     ,Delhi,2013,65088,Petrol,Manual,First,16,1198,74,5,,325000,black,,29,131,4,1,0,0
4984,Hyundai,Creta,1.6 SX Option Diesel    ,Coimbatore,2019,24864,Diesel,Manual,First,21,1582,126,5,19.18 Lakh,1627000,black,,10,53,1,1,0,0
4985,Chevrolet,Beat,LS       ,Coimbatore,2011,64831,Petrol,Manual,First,19,1199,79,5,,321000,white,,4,26,4,1,0,10
4986,Honda,Amaze,VX i-DTEC      ,Kolkata,2013,38001,Diesel,Manual,First,26,1498,99,5,,390000,,,9,16,1,1,0,-1
4987,Mercedes-Benz,E-Class,230 E AT     ,Mumbai,2008,77000,Petrol,Automatic,Second,10,2496,158,5,,650000,white,,19,60,4,0,2,10
4988,BMW,5,Series 530d M Sport    ,Hyderabad,2016,27000,Diesel,Automatic,First,19,2993,265,5,78.31 Lakh,4800000,,,2,3,1,0,0,-1
4989,Audi,A3,35 TDI Premium Plus    ,Mumbai,2016,39000,Diesel,Automatic,First,20,1968,143,5,42.89 Lakh,1889999,silver,,1,9,1,0,0,9
4990,Maruti,Swift,Dzire VDI      ,Pune,2015,131000,Diesel,Manual,First,27,1248,74,5,,360000,,,18,169,1,1,0,-1
4991,Maruti,Swift,Dzire VDI      ,Kolkata,2015,43000,Diesel,Manual,First,27,1248,74,5,,550000,white,,18,169,1,1,0,10
4992,Toyota,Innova,2.5 V Diesel 7-seater    ,Pune,2011,68000,Diesel,Manual,Second,13,2494,102,7,,700000,blue,,28,98,1,1,2,1
4993,BMW,X3,xDrive20d       ,Bangalore,2016,45165,Diesel,Automatic,First,16,1995,184,5,,4175000,white,,2,192,1,0,0,10
4994,BMW,5,Series 2003-2012 525d     ,Hyderabad,2007,120000,Diesel,Automatic,First,17,1995,218,5,,1050000,black,,2,3,1,0,0,0
4995,Mahindra,XUV500,W8 2WD      ,Coimbatore,2014,86091,Diesel,Manual,First,15,2179,140,7,,1009000,white,,17,201,1,1,0,10
4996,Honda,City,1.5 S MT     ,Delhi,2009,71499,Petrol,Manual,First,17,1497,118,5,,300000,silver,,9,44,4,1,0,9
4997,Force,One,LX 4x4      ,Chennai,2014,50000,Diesel,Manual,First,17,2200,139,7,,1200000,brown,,7,123,1,1,0,2
4998,Volkswagen,Polo,1.5 TDI Comfortline     ,Jaipur,2015,66000,Diesel,Manual,First,20,1498,88,5,9.56 Lakh,491000,,,29,131,1,1,0,-1
4999,Honda,Jazz,S       ,Kolkata,2010,45000,Petrol,Manual,First,16,1198,90,5,,200000,blue,,9,99,4,1,0,1
5000,Toyota,Etios,Liva GD SP     ,Hyderabad,2015,69189,Diesel,Manual,First,24,1364,67,5,,530000,brown,,28,72,1,1,0,2
5001,Nissan,Terrano,XV Premium 110 PS    ,Mumbai,2014,40206,Diesel,Manual,First,19,1461,109,5,,722000,blue,,22,174,1,1,0,1
5002,BMW,X3,xDrive 20d xLine     ,Kochi,2017,36723,Diesel,Automatic,First,19,1995,190,5,64.76 Lakh,3257000,blue,,2,192,1,0,0,1
5003,Hyundai,i20,1.2 Magna      ,Mumbai,2010,57500,Petrol,Manual,First,19,1197,80,5,,275000,black,,10,210,4,1,0,0
5004,Maruti,Eeco,5 STR With AC Plus HTR CNG ,Kochi,2018,43912,CNG,Manual,First,15,1196,73,5,,433000,,,18,64,0,1,0,-1
5005,Ford,Fiesta,EXi 1.4 TDCi Ltd    ,Hyderabad,2011,52000,Diesel,Manual,First,18,1399,68,5,,375000,,,8,76,1,1,0,-1
5006,Honda,City,1.5 V AT     ,Kochi,2014,60952,Petrol,Automatic,First,17,1497,118,5,,591000,,,9,44,4,0,0,-1
5007,Maruti,Swift,VDI BSIV      ,Chennai,2013,87192,Diesel,Manual,First,25,1248,74,5,,434999,,,18,169,1,1,0,-1
5008,Hyundai,Grand,i10 CRDi SportZ Edition    ,Delhi,2014,58000,Diesel,Manual,First,24,1120,70,5,,325000,grey,excellent,10,91,1,1,0,5
5009,Audi,Q7,45 TDI Quattro Technology    ,Pune,2017,59500,Diesel,Automatic,First,15,2967,245,7,99.92 Lakh,6800000,,,1,137,1,0,0,-1
5010,Volkswagen,Ameo,1.2 MPI Highline 16 Alloy   ,Mumbai,2016,16650,Petrol,Manual,First,17,1198,74,5,,550000,,,29,17,4,1,0,-1
5011,Honda,City,i VTEC CVT VX    ,Kochi,2018,34696,Petrol,Automatic,First,18,1497,117,5,,1208000,,,9,44,4,0,0,-1
5012,Maruti,Baleno,Alpha 1.3      ,Kochi,2018,42243,Diesel,Manual,First,27,1248,74,5,,748000,,,18,25,1,1,0,-1
5013,Hyundai,Grand,i10 CRDi Sportz     ,Jaipur,2016,57824,Diesel,Manual,First,24,1120,70,5,,550000,black,,10,91,1,1,0,0
5014,Maruti,Swift,Dzire VDi      ,Jaipur,2011,110000,Diesel,Manual,First,19,1248,74,5,,350000,,,18,169,1,1,0,-1
5015,Maruti,Swift,1.3 VXi      ,Delhi,2006,63000,Petrol,Manual,First,16,,,,,160000,,,18,169,4,1,0,-1
5016,Land,Rover,Freelander 2 TD4 HSE    ,Delhi,2013,72000,Diesel,Automatic,First,0,2179,115,5,,1550000,,,16,146,1,0,0,-1
5017,Toyota,Fortuner,3 Diesel      ,Hyderabad,2013,63455,Diesel,Manual,First,12,2982,171,7,,1900000,,,28,79,1,1,0,-1
5018,Honda,Jazz,VX Diesel      ,Hyderabad,2017,17151,Diesel,Manual,First,27,1498,99,5,11.05 Lakh,840000,,,9,99,1,1,0,-1
5019,Maruti,Vitara,Brezza LDi Option     ,Pune,2016,31001,Diesel,Manual,First,24,1248,89,5,,725000,,,18,186,1,1,0,-1
5020,Maruti,Swift,Dzire VDI      ,Kolkata,2014,42109,Diesel,Manual,First,23,1248,74,5,,425000,,,18,169,1,1,0,-1
5021,Skoda,Rapid,1.5 TDI AT Elegance    ,Delhi,2015,55000,Diesel,Automatic,Second,22,1498,104,5,,570000,,excellent,25,142,1,0,2,-1
5022,Land,Rover,Freelander 2 TD4 SE    ,Hyderabad,2013,46000,Diesel,Automatic,Second,0,2179,115,5,,2600000,,excellent,16,146,1,0,2,-1
5023,Maruti,Alto,800 LXI      ,Hyderabad,2013,30852,Petrol,Manual,First,23,796,47,5,,249000,silver,like new,18,15,4,1,0,9
5024,Volkswagen,Polo,Petrol Highline 1.2L     ,Pune,2011,65000,Petrol,Manual,Second,16,1198,74,5,,300000,silver,,29,131,4,1,2,9
5025,Honda,City,i DTEC SV     ,Delhi,2015,65000,Diesel,Manual,First,26,1498,99,5,,595000,,excellent,9,44,1,1,0,-1
5026,Maruti,Swift,Dzire LDI      ,Delhi,2013,72000,Diesel,Manual,First,23,1248,74,5,,269000,white,,18,169,1,1,0,10
5027,Audi,A4,2 TDI 177  Technology Edition  ,Bangalore,2014,29000,Diesel,Automatic,First,17,1968,174,5,,2600000,,excellent,1,10,1,0,0,-1
5028,Honda,City,i VTEC VX     ,Kolkata,2015,32000,Petrol,Manual,First,18,1497,117,5,,550000,,excellent,9,44,4,1,0,-1
5029,Ford,Figo,Aspire 1.2 Ti-VCT Ambiente    ,Chennai,2016,29875,Petrol,Manual,First,18,1196,87,5,,484999,,excellent,8,77,4,1,0,-1
5030,Maruti,Vitara,Brezza LDi      ,Kochi,2018,32539,Diesel,Manual,First,24,1248,89,5,8.63 Lakh,839000,,excellent,18,186,1,1,0,-1
5031,Renault,Duster,110PS Diesel RxL     ,Hyderabad,2015,83090,Diesel,Manual,First,19,1461,108,5,,799000,black,,24,57,1,1,0,0
5032,Hyundai,i20,Active 1.4 SX     ,Hyderabad,2016,62679,Diesel,Manual,First,21,1396,89,5,,695000,,,10,210,1,1,0,-1
5033,Mahindra,Logan,Petrol 1.4 GLE     ,Mumbai,2010,93000,Petrol,Manual,First,16,1390,75,5,,150000,white,,17,109,4,1,0,10
5034,Honda,City,ZX GXi      ,Mumbai,2006,44000,Petrol,Manual,First,18,1497,78,5,,155000,white,excellent,9,44,4,1,0,10
5035,Ford,Figo,Petrol EXI      ,Bangalore,2010,78400,Petrol,Manual,Second,16,1196,70,5,,275000,,,8,77,4,1,2,-1
5036,Renault,Duster,Petrol RxL      ,Mumbai,2014,71300,Petrol,Manual,First,13,1598,103,5,,425000,,good,24,57,4,1,0,-1
5037,Hyundai,i10,Sportz 1.2      ,Kolkata,2015,18000,Petrol,Manual,First,20,1197,79,5,,285000,black,excellent,10,209,4,1,0,0
5038,Land,Rover,Discovery Sport TD4 HSE 7S   ,Coimbatore,2019,24013,Diesel,Automatic,First,13,1999,148,7,69.22 Lakh,5614000,silver,excellent,16,146,1,0,0,9
5039,Audi,Q5,2008-2012 2 TFSI Quattro    ,Ahmedabad,2009,99100,Petrol,Automatic,Second,10,1984,208,5,,1000000,blue,excellent,1,136,4,0,2,1
5040,Maruti,Versa,DX2 BS II     ,Mumbai,2003,62000,Petrol,Manual,Second,11,1298,83,8,,125000,silver,,18,185,4,1,2,9
5041,Maruti,Swift,Dzire ZDI      ,Kolkata,2017,14000,Diesel,Manual,First,27,1248,74,5,,750000,grey,excellent,18,169,1,1,0,5
5042,Audi,A4,2 TDI Premium Sport Limited Edition  ,Coimbatore,2015,44811,Diesel,Automatic,First,17,1968,174,5,,2581000,,excellent,1,10,1,0,0,-1
5043,Volkswagen,Polo,1.2 MPI Comfortline     ,Ahmedabad,2014,44000,Petrol,Manual,First,16,1198,74,5,,430000,black,like new,29,131,4,1,0,0
5044,Toyota,Fortuner,3 Diesel      ,Chennai,2010,136000,Diesel,Manual,Second,12,2982,171,7,,1100000,,,28,79,1,1,2,-1
5045,Toyota,Fortuner,3 Diesel      ,Jaipur,2010,144113,Diesel,Manual,Second,12,2982,171,7,,1175000,,,28,79,1,1,2,-1
5046,Honda,Aord,2.4 MT      ,Coimbatore,2012,94989,Petrol,Manual,First,13,2354,178,5,,658000,silver,good,9,18,4,1,0,9
5047,Maruti,Swift,ZDi       ,Chennai,2012,58133,Diesel,Manual,First,23,1248,74,5,,480000,,,18,169,1,1,0,-1
5048,Skoda,Fabia,1.2 MPI Classic     ,Pune,2008,61000,Petrol,Manual,Second,18,1198,70,5,,165000,white,good,25,75,4,1,2,10
5049,Jeep,Compass,2 Sport      ,Kolkata,2017,27000,Diesel,Manual,First,17,1956,170,5,18.45 Lakh,1500000,white,good,14,48,1,1,0,10
5050,Tata,Nano,Twist XT      ,Ahmedabad,2014,18050,Petrol,Manual,Second,25,624,38,4,,100000,,,27,117,4,1,2,-1
5051,Ford,Fiesta,1.6 ZXi ABS     ,Hyderabad,2007,145277,Petrol,Manual,First,15,1596,101,5,,165000,,,8,76,4,1,0,-1
5052,Maruti,Celerio,ZDi       ,Ahmedabad,2015,42000,Diesel,Manual,First,28,793,47,5,,360000,silver,,18,42,1,1,0,9
5053,Toyota,Fortuner,3 Diesel      ,Delhi,2011,86000,Diesel,Manual,First,12,2982,171,7,,1150000,white,,28,79,1,1,0,10
5054,Maruti,Celerio,ZDi       ,Ahmedabad,2015,42150,Diesel,Manual,First,28,793,47,5,,360000,,,18,42,1,1,0,-1
5055,Hyundai,EON,Era Plus      ,Pune,2015,30158,Petrol,Manual,First,21,814,55,5,,305000,white,excellent,10,61,4,1,0,10
5056,Ford,Fiesta,Diesel Trend      ,Bangalore,2011,47000,Diesel,Manual,Second,24,1498,90,5,,600000,white,,8,76,1,1,2,10
5057,Volkswagen,Polo,1.2 MPI Comfortline     ,Ahmedabad,2013,39000,Petrol,Manual,First,16,1198,74,5,,375000,,,29,131,4,1,0,-1
5058,Volkswagen,Polo,1.2 MPI Comfortline     ,Coimbatore,2016,32125,Petrol,Manual,First,16,1199,74,5,,617000,,,29,131,4,1,0,-1
5059,Maruti,Vitara,Brezza ZDi      ,Coimbatore,2017,58829,Diesel,Manual,First,24,1248,89,5,9.89 Lakh,905000,,,18,186,1,1,0,-1
5060,Honda,Brio,S MT      ,Coimbatore,2013,67559,Petrol,Manual,First,19,1198,87,5,,405000,,,9,31,4,1,0,-1
5061,Maruti,Swift,Dzire VXi      ,Pune,2013,55000,Petrol,Manual,First,18,1298,86,5,,425000,silver,excellent,18,169,4,1,0,9
5062,Maruti,Celerio,LXI MT      ,Kolkata,2018,30000,Petrol,Manual,First,23,998,67,5,4.87 Lakh,375000,,,18,42,4,1,0,-1
5063,Hyundai,Creta,1.6 SX Plus Petrol Automatic   ,Mumbai,2016,28000,Petrol,Automatic,First,13,1591,121,5,,1185000,,,10,53,4,0,0,-1
5064,Ford,Ecosport,1.5 DV5 MT Titanium    ,Kochi,2016,31826,Diesel,Manual,First,23,1498,90,5,,824000,blue,excellent,8,63,1,1,0,1
5065,Maruti,Swift,VDI BSIV W ABS    ,Hyderabad,2016,64000,Diesel,Manual,First,18,1248,null ,5,,599000,silver,excellent,18,169,1,1,0,9
5066,Honda,CR-V,RVi MT      ,Jaipur,2008,100009,Petrol,Manual,Second,13,1997,141,5,,650000,,,9,35,4,1,2,-1
5067,Land,Rover,Discovery Sport SD4 HSE Luxury 7S  ,Coimbatore,2019,17201,Diesel,Automatic,First,13,2179,188,7,,5891000,silver,,16,146,1,0,0,9
5068,Mahindra,XUV500,W8 2WD      ,Delhi,2014,74345,Diesel,Manual,First,15,2179,140,7,,800000,silver,,17,201,1,1,0,9
5069,Volkswagen,Polo,1.2 MPI Highline     ,Kochi,2015,58134,Petrol,Manual,First,16,1198,74,5,,463999,,,29,131,4,1,0,-1
5070,Hyundai,i10,Magna AT      ,Kochi,2010,30566,Petrol,Automatic,First,19,1197,80,5,,332000,,,10,209,4,0,0,-1
5071,Hyundai,i10,Magna 1.2      ,Chennai,2012,55231,Petrol,Manual,Second,20,1197,79,5,,278000,,,10,209,4,1,2,-1
5072,Chevrolet,Cruze,LTZ AT      ,Kochi,2016,67774,Diesel,Automatic,First,15,1998,164,5,,894999,,,4,55,1,0,0,-1
5073,Mercedes-Benz,E-Class,E 200 CGI     ,Mumbai,2013,50319,Petrol,Automatic,First,12,1991,181,5,,2195000,,,19,60,4,0,0,-1
5074,Hyundai,Sonata,2.4 GDI      ,Ahmedabad,2013,45000,Petrol,Manual,First,12,2359,134,5,,790000,,,10,163,4,1,0,-1
5075,Mercedes-Benz,New,C-Class C 200 Kompressor Elegance AT  ,Kolkata,2007,43627,Petrol,Automatic,First,12,1796,186,5,,2900000,,,19,118,4,0,0,-1
5076,Volkswagen,Polo,Diesel Trendline 1.2L     ,Kolkata,2013,45000,Diesel,Manual,First,22,1199,74,5,,325000,silver,,29,131,1,1,0,9
5077,Honda,City,i VTEC SV     ,Mumbai,2014,10500,Petrol,Manual,First,17,1497,117,5,,590000,white,like new,9,44,4,1,0,10
5078,Maruti,Vitara,Brezza ZDi      ,Coimbatore,2017,21789,Diesel,Manual,First,24,1248,89,5,11 Lakh,988000,,,18,186,1,1,0,-1
5079,Hyundai,Elite,i20 Asta Option     ,Coimbatore,2019,21134,Petrol,Manual,First,19,1197,82,5,9.78 Lakh,877999,,,10,66,4,1,0,-1
5080,Tata,New,Safari Dicor EX 4X2    ,Kolkata,2011,90000,Diesel,Manual,Second,14,2179,138,7,,275000,white,,27,118,1,1,2,10
5081,Nissan,Sunny,2011-2014 Diesel XL     ,Kochi,2014,51553,Diesel,Manual,First,22,1461,85,5,,598000,,,22,167,1,1,0,-1
5082,BMW,3,Series 330 Ci Convertible    ,Delhi,2011,31000,Petrol,Automatic,First,11,2497,215,5,,3100000,white,,2,2,4,0,0,10
5083,Toyota,Corolla,1.8 J      ,Delhi,2011,67422,Petrol,Manual,Second,15,1798,138,5,,355000,blue,,28,51,4,1,2,1
5084,Hyundai,Verna,1.6 SX      ,Kochi,2015,60519,Diesel,Manual,First,22,1582,126,5,,624000,,,10,184,1,1,0,-1
5085,Maruti,Swift,Dzire VDi      ,Kolkata,2009,34000,Diesel,Manual,First,19,1248,74,5,,219000,white,good,18,169,1,1,0,10
5086,Maruti,Dzire,VDI       ,Hyderabad,2013,68434,Diesel,Manual,First,28,1248,74,5,9.14 Lakh,550000,,,18,58,1,1,0,-1
5087,Maruti,Alto,K10 VXI      ,Pune,2014,17000,Petrol,Manual,First,24,998,67,5,4.48 Lakh,210000,,,18,15,4,1,0,-1
5088,Jaguar,XJ,5 L V8 Supercharged    ,Coimbatore,2011,43686,Petrol,Automatic,First,11,5000,503,4,,5066000,,,13,199,4,0,0,-1
5089,Mercedes-Benz,New,C-Class 220 CDI AT    ,Kolkata,2012,22000,Diesel,Automatic,First,15,2143,170,5,,1400000,,,19,118,1,0,0,-1
5090,Hyundai,Verna,CRDi 1.6 SX Option    ,Mumbai,2013,79225,Diesel,Manual,First,22,1582,126,5,15.57 Lakh,550000,,,10,184,1,1,0,-1
5091,Chevrolet,Aveo,1.6 LT      ,Pune,2007,63000,Petrol,Manual,Third,14,1598,102,5,,120000,,,4,20,4,1,3,-1
5092,Maruti,Swift,VXI BSIV      ,Hyderabad,2014,61922,Petrol,Manual,First,20,1197,82,5,,530000,,,18,169,4,1,0,-1
5093,Hyundai,Verna,1.6 CRDi S     ,Chennai,2015,85000,Diesel,Manual,First,24,1582,126,5,,630000,,,10,184,1,1,0,-1
5094,Mercedes-Benz,GLC,220d Celebration Edition     ,Kochi,2017,26192,Diesel,Automatic,First,18,2143,168,5,,4047000,,,19,85,1,0,0,-1
5095,Toyota,Fortuner,4x2 Manual      ,Delhi,2013,65000,Diesel,Manual,First,13,2982,169,7,,1610000,,,28,79,1,1,0,-1
5096,Audi,Q5,2008-2012 2 TDI     ,Delhi,2014,44999,Diesel,Automatic,First,13,1968,168,5,,2500000,,,1,136,1,0,0,-1
5097,BMW,3,Series 320d Dynamic     ,Mumbai,2008,81308,Diesel,Automatic,Second,13,1995,170,5,,795000,,,2,2,1,0,2,-1
5098,Maruti,Alto,800 2016-2019 LXI     ,Delhi,2016,35000,Petrol,Manual,First,25,796,47,5,,265000,,,18,15,4,1,0,-1
5099,Maruti,Alto,K10 2010-2014 VXI     ,Coimbatore,2012,65349,Petrol,Manual,First,21,998,67,5,,281000,,,18,15,4,1,0,-1
5100,Audi,A4,1.8 TFSI Technology Edition    ,Hyderabad,2012,80000,Petrol,Automatic,First,16,1798,168,5,,1750000,,,1,10,4,0,0,-1
5101,Maruti,Swift,VXi BSIV      ,Mumbai,2012,61000,Petrol,Manual,First,16,1197,85,5,,330000,white,excellent,18,169,4,1,0,10
5102,Maruti,Wagon R,R VXI      ,Kochi,2019,31817,Petrol,Manual,First,23,998,67,5,5.12 Lakh,534000,white,excellent,18,189,4,1,0,10
5103,Skoda,Rapid,1.5 TDI Ambition     ,Hyderabad,2016,41000,Diesel,Manual,First,21,1498,104,5,,850000,,excellent,25,142,1,1,0,-1
5104,Honda,Jazz,S       ,Kochi,2010,82606,Petrol,Manual,Second,16,1198,90,5,,269000,silver,excellent,9,99,4,1,2,9
5105,Mahindra,XUV500,W10 2WD      ,Ahmedabad,2015,52000,Diesel,Manual,First,16,2179,140,7,,1150000,white,,17,201,1,1,0,10
5106,Maruti,Ritz,VXi       ,Coimbatore,2011,50318,Petrol,Manual,First,19,1197,86,5,,405999,blue,,18,145,4,1,0,1
5107,Mercedes-Benz,GLE,250d       ,Hyderabad,2016,50000,Diesel,Automatic,First,18,2143,201,5,79.43 Lakh,4900000,white,,19,86,1,0,0,10
5108,Skoda,Rapid,1.6 TDI Ambition     ,Bangalore,2012,72000,Diesel,Manual,First,21,1598,104,5,,459999,custom,,25,142,1,1,0,3
5109,Hyundai,Grand,i10 CRDi Magna     ,Delhi,2015,63776,Diesel,Manual,First,24,1120,70,5,,396000,custom,,10,91,1,1,0,3
